ID;Name;First_name;Last_name;Birthdate;Age;Age_int;Age_years;Residence_municipality;Residence_Province;Gender;Marital_status;Educational_attainment;Workforce;Professional_segment;Nr_missing_values;Contract_length
3263;Abdelhamid  Hol;Abdelhamid;Hol;27-2-1992;27,01391708;27;27 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;Mbo2 en mbo3;1;053 Managers productie en gespecialis...;0;1,61
3264;Floyd  Tuin;Floyd;Tuin;30-8-1941;77,54498786;77;77 jaar;Heerhugowaard;Noord-Holland;man;Gehuwd;Hbo-, wo-master, doctor;0;;0;4,9
3265;Carola van Riel;Carola;van Riel;9-2-1971;48,076841;48;48 jaar;Tytsjerksteradiel;Friesland;vrouw;;;;;3;3,07
3266;Bram  Bodelier;Bram;Bodelier;14-10-1986;32,39165689;32;32 jaar;Maasgouw;Limburg;man;Ongehuwd;Vmbo-b/k, mbo1;1;101 Artsen, therapeuten en gespeciali...;0;0,73
3267;William van de Ven;William;van de Ven;20-5-1988;30,7914783;30;30 jaar;Wassenaar;Zuid-Holland;;;;;;4;12,21
3268;Suzanne  Brethouwer;Suzanne;Brethouwer;14-8-1973;45,5667746;45;45 jaar;Baarn;Utrecht;vrouw;;Hbo-, wo-master, doctor;1;043 Administratief personeel;1;1,97
3269;Rick van Loon;Rick;van Loon;3-2-1972;47,09419405;47;47 jaar;Houten;Utrecht;;;;;;4;3,14
3270;Michaela van Lenthe;Michaela;van Lenthe;25-10-1974;44,36824739;44;44 jaar;Eemnes;Utrecht;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;043 Administratief personeel;0;1,59
3271;Cherell  Bogaerts;Cherell;Bogaerts;7-12-1989;29,23891742;29;29 jaar;Utrecht (gemeente);Utrecht;vrouw;Ongehuwd;Mbo2 en mbo3;1;111 Medewerkers persoonlijke dienstve...;0;0,98
3272;Max  Versteegen;Max;Versteegen;1-10-1990;28,4231073;28;28 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;;;;4;1,57
3273;Mieke  Verschoor;Mieke;Verschoor;15-3-1965;53,9864986;53;53 jaar;Oldebroek;Gelderland;vrouw;Gehuwd;Mbo4;1;112 Schoonmakers en keukenhulpen;0;2,8
3274;Amber van der Slik;Amber;van der Slik;4-10-1970;48,42792811;48;48 jaar;Rijswijk (ZH.);Zuid-Holland;vrouw;;;1;011 Docenten;2;2,99
3275;Aaron  Broekhuis;Aaron;Broekhuis;30-5-1967;51,77974927;51;51 jaar;'s-Gravenhage (gemeente);Zuid-Holland;man;Gehuwd;Mbo4;1;111 Medewerkers persoonlijke dienstve...;0;1,24
3276;Maartje  Veuger;Maartje;Veuger;17-1-1990;29,12701656;29;29 jaar;Alphen-Chaam;Noord-Brabant;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;111 Medewerkers persoonlijke dienstve...;0;6,89
3277;Loes  Smits;Loes;Smits;9-2-1943;76,09802299;76;76 jaar;Overbetuwe;Gelderland;vrouw;;Basisonderwijs;0;;1;2,27
3278;Niels van der Meulen;Niels;van der Meulen;8-5-1986;32,82719947;32;32 jaar;Zaanstad;Noord-Holland;man;Gehuwd;Basisonderwijs;1;102 Specialisten op maatschappelijk g...;0;7,99
3279;Tristan van Hemert;Tristan;van Hemert;4-4-1967;51,9315864;51;51 jaar;Nijmegen;Gelderland;man;Ongehuwd;Hbo-, wo-bachelor;1;041 Specialisten bedrijfsbeheer en ad.;0;2,14
3280;Hans  Houtman;Hans;Houtman;19-5-1956;62,81515932;62;62 jaar;Stichtse Vecht;Utrecht;man;Gehuwd;Vmbo-b/k, mbo1;1;074 Metaalarbeiders, machinemonteurs;0;1,56
3281;Lara  Bos;Lara;Bos;28-6-1964;54,70119473;54;54 jaar;Aalsmeer;Noord-Holland;vrouw;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;3,9
3282;Roy  Schram;Roy;Schram;17-5-1969;49,81159396;49;49 jaar;Haarlemmermeer;Noord-Holland;man;Gescheiden;Mbo4;1;072 Vakspecialisten natuur en techniek;0;3,14
3283;Chloë de Groot;Chloë;de Groot;28-4-1949;69,87928025;69;69 jaar;Steenbergen;Noord-Brabant;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;061 Overheidsambtenaren en -bestuurders;0;20,28
3284;Jetske  Raven;Jetske;Raven;7-11-1995;23,31861465;23;23 jaar;Utrecht (gemeente);Utrecht;vrouw;Ongehuwd;Vmbo-b/k, mbo1;1;012 Sportinstructeurs;0;4,5
3285;Alma van Pinxteren;Alma;van Pinxteren;26-7-1954;64,63181008;64;64 jaar;Terneuzen;Zeeland;;;;;;4;19,32
3286;Celina van der Velden;Celina;van der Velden;15-11-1960;58,32015792;58;58 jaar;Sluis;Zeeland;vrouw;Gescheiden;Vmbo-b/k, mbo1;1;033 Verkopers;0;0,58
3287;Tessa de Ruijter;Tessa;de Ruijter;21-9-1977;41,45863073;41;41 jaar;Westland;Zuid-Holland;;;;;;4;7,56
3288;Femke  Walraven;Femke;Walraven;23-3-1955;63,97366479;63;63 jaar;Utrechtse Heuvelrug;Utrecht;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;17,15
3289;Jade van Geffen;Jade;van Geffen;30-1-1966;53,10701743;53;53 jaar;Midden-Groningen;Groningen;vrouw;Gehuwd;Mbo4;0;;0;4,12
3290;Karlijn  Scheffer;Karlijn;Scheffer;4-10-1989;29,41486769;29;29 jaar;Amsterdam;Noord-Holland;;Ongehuwd;;;;3;10,84
3291;Lloyd  Veerman;Lloyd;Veerman;12-5-1950;68,8407223;68;68 jaar;Zevenaar;Gelderland;;;;;;4;0,46
3292;Gabriëlle  Koolwijk;Gabriëlle;Koolwijk;2-2-1975;44,094306;44;44 jaar;Urk;Flevoland;vrouw;;;1;043 Administratief personeel;2;15,27
3293;Sabine de Leeuw;Sabine;de Leeuw;20-9-1984;34,45544748;34;34 jaar;Barendrecht;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;033 Verkopers;0;15,88
3294;Wesley  Hendriks;Wesley;Hendriks;7-3-1954;65,01651331;65;65 jaar;Krimpenerwaard;Zuid-Holland;man;Gehuwd;Mbo2 en mbo3;0;;0;0,47
3295;Luc  Posthuma;Luc;Posthuma;26-7-1985;33,61086958;33;33 jaar;Wageningen;Gelderland;man;Ongehuwd;Hbo-, wo-bachelor;1;033 Verkopers;0;15,01
3296;Shelly  Roozen;Shelly;Roozen;10-10-1960;58,41797616;58;58 jaar;De Ronde Venen;Utrecht;vrouw;Gehuwd;Mbo4;1;021 Auteurs en kunstenaars;0;3,37
3297;Desiree de Haas;Desiree;de Haas;7-2-1929;90,10966784;90;90 jaar;Breda;Noord-Brabant;vrouw;Verweduwd;Vmbo-b/k, mbo1;0;;0;1,51
3298;Isa van Dijken;Isa;van Dijken;30-4-1931;87,88541517;87;87 jaar;Venlo;Limburg;vrouw;Verweduwd;;0;;1;2,73
3299;Anastasia  Aanstoot;Anastasia;Aanstoot;6-3-1997;21,99148183;21;21 jaar;Lingewaard;Gelderland;vrouw;;Basisonderwijs;0;;1;3,41
3300;Jamie  Daalhuizen;Jamie;Daalhuizen;11-7-2000;18,64005502;18;18 jaar;Amsterdam;Noord-Holland;vrouw;;;;;3;0,3
3301;Wytze  Elders;Wytze;Elders;6-2-1997;22,06829218;22;22 jaar;Noordoostpolder;Flevoland;man;;Mbo4;1;122 Hulpkrachten transport en logistiek;1;1,68
3302;Wout van Slooten;Wout;van Slooten;11-12-1961;57,24882819;57;57 jaar;Hoorn;Noord-Holland;man;Gehuwd;Hbo-, wo-bachelor;1;041 Specialisten bedrijfsbeheer en ad.;0;1,64
3303;Stef de Bruin;Stef;de Bruin;10-7-1983;35,65724315;35;35 jaar;'s-Gravenhage (gemeente);Zuid-Holland;man;Ongehuwd;Hbo-, wo-master, doctor;0;;0;2,14
3304;Steyn van Leusden;Steyn;van Leusden;16-4-1970;48,89709709;48;48 jaar;Zwolle;Overijssel;man;Gescheiden;Mbo2 en mbo3;1;091 Tuinders, akkerbouwers en veetelers;0;20,24
3305;Ivor van Tilborg;Ivor;van Tilborg;2-2-1943;76,11507275;76;76 jaar;Leiden;Zuid-Holland;man;Gehuwd;Vmbo-b/k, mbo1;0;;0;1
3306;Marline  Hollestelle;Marline;Hollestelle;28-5-1997;21,76238539;21;21 jaar;Molenwaard;Zuid-Holland;vrouw;;;;;3;3,18
3307;Daniel de Wit;Daniel;de Wit;21-4-1936;82,906686;82;82 jaar;Veldhoven;Noord-Brabant;;;;;;4;20,05
3308;Leah  Visser;Leah;Visser;5-8-1974;44,58941047;44;44 jaar;Heerlen;Limburg;vrouw;Gehuwd;Mbo4;1;011 Docenten;0;2,15
3309;Sidney  Çakmak;Sidney;Çakmak;20-4-1989;29,8712641;29;29 jaar;Haarlem;Noord-Holland;vrouw;Gehuwd;Mbo2 en mbo3;1;121 Bestuurders voertuigen en bediene...;0;0,57
3310;Elizabeth  Elzinga;Elizabeth;Elzinga;7-9-1969;49,50227514;49;49 jaar;Hollands Kroon;Noord-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;042 Vakspecialisten bedrijfsbeheer en...;0;4,1
3311;Joyce van Alphen;Joyce;van Alphen;22-7-1958;60,63896588;60;60 jaar;Vianen;Utrecht;vrouw;;Vmbo-g/t, havo-, vwo-onderbouw;0;;1;2,79
3312;Marina  Treffers;Marina;Treffers;25-9-1963;55,46015732;55;55 jaar;Leudal;Limburg;;;;;;4;20,48
3313;Daan  Eertink;Daan;Eertink;18-11-1963;55,31076581;55;55 jaar;Súdwest-Fryslân;Friesland;man;Gehuwd;Vmbo-b/k, mbo1;1;075 Voedselverwerkende beroepen en ov...;0;23,32
3314;Dianthe de Graaf;Dianthe;de Graaf;19-8-1964;54,55695165;54;54 jaar;Eindhoven;Noord-Brabant;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;7,65
3315;Daniël  Maijer;Daniël;Maijer;24-6-1934;84,73324131;84;84 jaar;Deventer;Overijssel;man;;Basisonderwijs;;;2;0,14
3316;Mariska de Haan;Mariska;de Haan;23-9-1980;38,45034278;38;38 jaar;Drimmelen;Noord-Brabant;vrouw;Gehuwd;Hbo-, wo-bachelor;1;102 Specialisten op maatschappelijk g...;0;0,67
3317;Jouke  Smit;Jouke;Smit;22-3-1984;34,95576326;34;34 jaar;Rijswijk (ZH.);Zuid-Holland;;;;;;4;4,9
3318;Myrthe  Weststrate;Myrthe;Weststrate;17-1-1979;40,13523238;40;40 jaar;Tytsjerksteradiel;Friesland;vrouw;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;043 Administratief personeel;0;6,53
3319;Sevda van de Laar;Sevda;van de Laar;6-6-1960;58,76340153;58;58 jaar;Alkmaar;Noord-Holland;;;;;;4;3,67
3320;Dana  Alsemgeest;Dana;Alsemgeest;2-6-1994;24,75282673;24;24 jaar;Bergen op Zoom;Noord-Brabant;;;;;;4;0,71
3321;Kaylee ten Hoeve;Kaylee;ten Hoeve;7-4-1971;47,92320857;47;47 jaar;Amsterdam;Noord-Holland;vrouw;;;1;101 Artsen, therapeuten en gespeciali...;2;2,14
3322;Joyce van Gelder;Joyce;van Gelder;23-8-1977;41,53849304;41;41 jaar;Rotterdam;Zuid-Holland;vrouw;Gehuwd;Mbo2 en mbo3;1;101 Artsen, therapeuten en gespeciali...;0;1,14
3323;Serhat van der Heyden;Serhat;van der Heyden;25-4-1983;35,86420994;35;35 jaar;Leudal;Limburg;man;Ongehuwd;Havo, vwo;1;032 Vertegenwoordigers en inkopers;0;0,51
3324;Birgül  Riedstra;Birgül;Riedstra;4-6-1990;28,74917872;28;28 jaar;Utrecht (gemeente);Utrecht;;;;;;4;0,14
3325;Daniël  Berkhof;Daniël;Berkhof;3-12-1994;24,24870471;24;24 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;Havo, vwo;0;;0;5,67
3326;Petrus  Leenders;Petrus;Leenders;20-7-1951;67,64967658;67;67 jaar;Oldebroek;Gelderland;man;;Vmbo-g/t, havo-, vwo-onderbouw;;;2;14,24
3327;Shalina  Teske;Shalina;Teske;16-10-1998;20,37689593;20;20 jaar;Utrecht (gemeente);Utrecht;vrouw;Ongehuwd;;1;112 Schoonmakers en keukenhulpen;1;1,8
3328;Deniz  Penders;Deniz;Penders;27-4-1974;44,86407734;44;44 jaar;Vlissingen;Zeeland;man;;;;;3;2,79
3329;Frank  Schuller;Frank;Schuller;17-3-1997;21,96162923;21;21 jaar;Nieuwegein;Utrecht;man;Ongehuwd;Vmbo-b/k, mbo1;1;111 Medewerkers persoonlijke dienstve...;0;3,3
3330;Stijn de Waard;Stijn;de Waard;2-3-1985;34,00913489;34;34 jaar;Oegstgeest;Zuid-Holland;man;Ongehuwd;Vmbo-b/k, mbo1;1;121 Bestuurders voertuigen en bediene...;0;4,48
3331;Cornelis  Overgoor;Cornelis;Overgoor;12-6-1987;31,73046376;31;31 jaar;Steenwijkerland;Overijssel;;;;;;4;2,06
3332;Wilhelmina  Brandhorst;Wilhelmina;Brandhorst;22-8-1929;89,57432956;89;89 jaar;'s-Gravenhage (gemeente);Zuid-Holland;vrouw;Verweduwd;Vmbo-g/t, havo-, vwo-onderbouw;;;1;18,34
3333;Robin  Pinkster;Robin;Pinkster;21-11-1929;89,32381956;89;89 jaar;Roermond;Limburg;man;Gehuwd;Mbo2 en mbo3;0;;0;0,49
3334;Thijs  Kunst;Thijs;Kunst;3-12-1964;54,26827977;54;54 jaar;Gilze en Rijen;Noord-Brabant;man;Ongehuwd;Hbo-, wo-master, doctor;1;033 Verkopers;0;19,99
3335;Thijs  Hoekstra;Thijs;Hoekstra;18-12-2000;18,20066218;18;18 jaar;'s-Hertogenbosch;Noord-Brabant;man;Ongehuwd;Basisonderwijs;1;074 Metaalarbeiders, machinemonteurs;0;0,2
3336;Robby  Berkhout;Robby;Berkhout;26-9-1970;48,45135997;48;48 jaar;Almelo;Overijssel;man;Gehuwd;Hbo-, wo-bachelor;1;112 Schoonmakers en keukenhulpen;0;1,43
3337;Caroline  Simonse;Caroline;Simonse;17-6-1954;64,73883821;64;64 jaar;Amersfoort;Utrecht;vrouw;Gehuwd;Basisonderwijs;0;;0;15,9
3338;Leonie van Wijk;Leonie;van Wijk;2-7-1978;40,68087262;40;40 jaar;Dantumadiel;Friesland;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;6,75
3339;Sharon  Schmidt;Sharon;Schmidt;4-12-1951;67,27507982;67;67 jaar;Papendrecht;Zuid-Holland;vrouw;Gehuwd;Basisonderwijs;0;;0;4,51
3340;Siebren de Jong;Siebren;de Jong;25-3-1971;47,95714255;47;47 jaar;Amsterdam;Noord-Holland;man;Gehuwd;Hbo-, wo-bachelor;1;063 Beveiligingswerkers;0;3,54
3341;Alain van Schip;Alain;van Schip;6-6-1988;30,74419107;30;30 jaar;Delft;Zuid-Holland;man;Gehuwd;Mbo2 en mbo3;0;;0;5,17
3342;Leonardo  Schaapman;Leonardo;Schaapman;4-4-1981;37,92238348;37;37 jaar;'s-Gravenhage (gemeente);Zuid-Holland;man;Gescheiden;Mbo4;1;033 Verkopers;0;0,78
3343;Monja  Schipper;Monja;Schipper;2-12-1975;43,26475875;43;43 jaar;Hoogeveen;Drenthe;vrouw;Ongehuwd;Mbo4;1;041 Specialisten bedrijfsbeheer en ad.;0;3,28
3344;Jeffrey van Santen;Jeffrey;van Santen;22-2-1991;28,02851867;28;28 jaar;Apeldoorn;Gelderland;man;Ongehuwd;Hbo-, wo-master, doctor;1;063 Beveiligingswerkers;0;9,45
3345;Jelle van Griensven;Jelle;van Griensven;27-11-1996;22,26210107;22;22 jaar;Zutphen;Gelderland;;;;;;4;3,09
3346;Nils  Kloosterhuis;Nils;Kloosterhuis;25-2-1962;57,03930058;57;57 jaar;Utrecht (gemeente);Utrecht;man;;;1;091 Tuinders, akkerbouwers en veetelers;2;4
3347;Stefan van Reenen;Stefan;van Reenen;2-11-1997;21,32876823;21;21 jaar;'s-Gravenhage (gemeente);Zuid-Holland;man;Ongehuwd;Mbo4;0;;0;2,75
3348;Daniëlle  Beukhof;Daniëlle;Beukhof;20-8-1944;74,5675402;74;74 jaar;Rucphen;Noord-Brabant;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;11,94
3349;Haye  Lenaerts;Haye;Lenaerts;1-4-1957;61,94578459;61;61 jaar;Utrecht (gemeente);Utrecht;man;Gehuwd;Hbo-, wo-master, doctor;1;112 Schoonmakers en keukenhulpen;0;2,97
3350;Richard  Vogels;Richard;Vogels;18-6-1962;56,72954809;56;56 jaar;Amsterdam;Noord-Holland;man;;;;;3;3,14
3351;Eva van Aken;Eva;van Aken;12-6-1937;81,7629767;81;81 jaar;'s-Gravenhage (gemeente);Zuid-Holland;vrouw;Gehuwd;;0;;1;1,64
3352;Ilse  Drenth;Ilse;Drenth;12-3-1964;54,99675715;54;54 jaar;Gooise Meren;Noord-Holland;vrouw;Gescheiden;Havo, vwo;1;131 Beroepssegment overig;0;0,59
3353;Cornelis van der Meer;Cornelis;van der Meer;18-4-1963;55,89627188;55;55 jaar;Leiden;Zuid-Holland;;;;;;4;1,58
3354;Abraham  Jonker;Abraham;Jonker;22-11-1970;48,2958464;48;48 jaar;Goirle;Noord-Brabant;man;Ongehuwd;Basisonderwijs;1;071 Ingenieurs en onderzoekers wis.;0;0,92
3355;Miranda  Joustra;Miranda;Joustra;14-2-1992;27,05154458;27;27 jaar;Leidschendam-Voorburg;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;0;;0;2,7
3356;Roel  Eilander;Roel;Eilander;25-7-1958;60,63120007;60;60 jaar;Beuningen;Gelderland;man;Ongehuwd;Vmbo-b/k, mbo1;1;112 Schoonmakers en keukenhulpen;0;1,19
3357;Anouk  Westenberg;Anouk;Westenberg;25-4-1949;69,88611763;69;69 jaar;Bergen (L.);Limburg;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;0,05
3358;Anna  Özer;Anna;Özer;2-10-1953;65,44447769;65;65 jaar;Weert;Limburg;vrouw;Gescheiden;Mbo2 en mbo3;0;;0;12,07
3359;Sara  Popma;Sara;Popma;29-6-1978;40,68791841;40;40 jaar;Loppersum;Groningen;vrouw;Gehuwd;Hbo-, wo-bachelor;1;032 Vertegenwoordigers en inkopers;0;2,64
3360;Hafsa  Knegt;Hafsa;Knegt;9-9-1983;35,48854403;35;35 jaar;Putten;Gelderland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;0;;0;4,8
3361;Dean van Buul;Dean;van Buul;10-7-1984;34,65287161;34;34 jaar;IJsselstein;Utrecht;man;Ongehuwd;Hbo-, wo-bachelor;;;1;1,87
3362;Myrthe  Menting;Myrthe;Menting;14-10-1960;58,40579824;58;58 jaar;Maastricht;Limburg;;;;;;4;17,49
3363;Danique de Haan;Danique;de Haan;6-12-1957;61,26361515;61;61 jaar;Groningen (gemeente);Groningen;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;022 Vakspecialisten op artistiek en c.;0;0,28
3364;Janneke  Bhageloe;Janneke;Bhageloe;3-4-1944;74,94952603;74;74 jaar;Ridderkerk;Zuid-Holland;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;0,77
3365;Laure van Dijk;Laure;van Dijk;3-8-1963;55,60444858;55;55 jaar;Capelle aan den IJssel;Zuid-Holland;vrouw;Gehuwd;Mbo2 en mbo3;;;1;1,64
3366;Edna  Kleuskens;Edna;Kleuskens;20-4-1997;21,86579619;21;21 jaar;Groningen (gemeente);Groningen;vrouw;;;1;043 Administratief personeel;2;3,29
3367;Irene  Klooster;Irene;Klooster;17-8-1991;27,54546063;27;27 jaar;Veere;Zeeland;;;;;;4;3,73
3368;Abdullah de Ruiter;Abdullah;de Ruiter;6-6-1990;28,7449772;28;28 jaar;Rotterdam;Zuid-Holland;man;Ongehuwd;Mbo4;1;122 Hulpkrachten transport en logistiek;0;10,17
3369;Renée  Snoek;Renée;Snoek;5-4-1963;55,93198183;55;55 jaar;Tilburg;Noord-Brabant;vrouw;Gehuwd;Hbo-, wo-bachelor;1;104 Sociaal werkers, groeps- en woonb...;0;2,31
3370;Simone  Hermsen;Simone;Hermsen;10-8-1982;36,57066694;36;36 jaar;Rotterdam;Zuid-Holland;vrouw;Gescheiden;Mbo4;1;122 Hulpkrachten transport en logistiek;0;6,23
3371;Moniek van Berkel;Moniek;van Berkel;8-8-1995;23,56737158;23;23 jaar;Etten-Leur;Noord-Brabant;vrouw;Ongehuwd;Basisonderwijs;0;;0;1,57
3372;Joep van den Born;Joep;van den Born;10-10-1948;70,42694956;70;70 jaar;Rotterdam;Zuid-Holland;man;Gehuwd;Basisonderwijs;0;;0;16,69
3373;Jesse  Piek;Jesse;Piek;28-5-1990;28,76983459;28;28 jaar;Katwijk;Zuid-Holland;man;Gehuwd;;;;2;10,19
3374;Jesper  Weterings;Jesper;Weterings;3-10-1993;25,41405222;25;25 jaar;Utrecht (gemeente);Utrecht;man;Ongehuwd;Vmbo-b/k, mbo1;1;073 Bouwarbeiders;0;0,12
3375;Jan  Bloemsma;Jan;Bloemsma;17-3-1963;55,98502674;55;55 jaar;Ermelo;Gelderland;man;Ongehuwd;Mbo2 en mbo3;0;;0;8,06
3376;Peter  Engelaar;Peter;Engelaar;20-8-1996;22,53339351;22;22 jaar;Velsen;Noord-Holland;man;;Havo, vwo;;;2;3,96
3377;Eeke de Bruin;Eeke;de Bruin;18-10-1926;92,42008372;92;92 jaar;Brunssum;Limburg;vrouw;;;;;3;4,99
3378;Janneke  Verheij;Janneke;Verheij;11-6-1945;73,75933363;73;73 jaar;Eindhoven;Noord-Brabant;;;;;;4;12,44
3379;Shauni  Jager;Shauni;Jager;20-2-1933;86,07288623;86;86 jaar;Lisse;Zuid-Holland;;;;;;4;1,06
3380;Judith van Leest;Judith;van Leest;15-10-1972;46,39511456;46;46 jaar;Goes;Zeeland;vrouw;;;1;102 Specialisten op maatschappelijk g...;2;1,92
3381;Sjoerd  Scholte;Sjoerd;Scholte;20-3-1997;21,95252883;21;21 jaar;Velsen;Noord-Holland;;;;1;121 Bestuurders voertuigen en bediene...;3;0,83
3382;Daisy van Dijk;Daisy;van Dijk;27-12-1974;44,19640151;44;44 jaar;Papendrecht;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;011 Docenten;0;10,83
3383;Mohammed  Roording;Mohammed;Roording;21-7-1956;62,64307308;62;62 jaar;Almere;Flevoland;man;Ongehuwd;Vmbo-b/k, mbo1;1;073 Bouwarbeiders;0;2,64
3384;Victor  Roelofs;Victor;Roelofs;19-1-1961;58,14091882;58;58 jaar;Lopik;Utrecht;;;;;;4;10,11
3385;Koen van Binsbergen;Koen;van Binsbergen;15-11-1987;31,30347213;31;31 jaar;Opmeer;Noord-Holland;man;Gehuwd;Hbo-, wo-bachelor;1;041 Specialisten bedrijfsbeheer en ad.;0;1,73
3386;Ibtissame van Beek;Ibtissame;van Beek;15-9-1942;76,49956828;76;76 jaar;Leudal;Limburg;vrouw;Verweduwd;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;1,6
3387;Audrey  Rolink;Audrey;Rolink;23-10-1979;39,37089017;39;39 jaar;Leidschendam-Voorburg;Zuid-Holland;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;0,07
3388;André  Dankers;André;Dankers;14-10-1950;68,41602351;68;68 jaar;Ermelo;Gelderland;man;Gehuwd;Havo, vwo;0;;0;1,31
3389;Dean de Kok;Dean;de Kok;18-9-1934;84,49719422;84;84 jaar;Rotterdam;Zuid-Holland;man;Verweduwd;Hbo-, wo-master, doctor;0;;0;9,11
3390;Timothy  Jolink;Timothy;Jolink;20-7-1968;50,63704481;50;50 jaar;Nissewaard;Zuid-Holland;man;Ongehuwd;Hbo-, wo-bachelor;;;1;6,75
3391;Ruben  Lievense;Ruben;Lievense;11-10-1971;47,40827003;47;47 jaar;Deventer;Overijssel;man;Ongehuwd;Hbo-, wo-bachelor;1;042 Vakspecialisten bedrijfsbeheer en...;0;0,56
3392;Pam  Vos;Pam;Vos;4-12-1941;77,28067258;77;77 jaar;Breda;Noord-Brabant;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;6,94
3393;Alexander  Schenk;Alexander;Schenk;7-2-1993;26,06598427;26;26 jaar;Almere;Flevoland;;;;;;4;1,14
3394;Erwin  Louman;Erwin;Louman;7-12-1968;50,25461913;50;50 jaar;Eindhoven;Noord-Brabant;man;Gescheiden;Basisonderwijs;;;1;17,9
3395;Jeroen  Mittendorff;Jeroen;Mittendorff;13-4-1966;52,90728247;52;52 jaar;Kampen;Overijssel;man;;Vmbo-b/k, mbo1;;;2;2,72
3396;Paula  Coomans;Paula;Coomans;4-8-1987;31,58416528;31;31 jaar;Roermond;Limburg;vrouw;Gehuwd;Mbo2 en mbo3;1;102 Specialisten op maatschappelijk g...;0;1,64
3397;Tessa  Duursma;Tessa;Duursma;3-12-1947;71,27951616;71;71 jaar;Bergen (NH.);Noord-Holland;;;;;;4;21,12
3398;Mariska  Timmerman;Mariska;Timmerman;6-11-1943;75,35709123;75;75 jaar;Aa en Hunze;Drenthe;vrouw;Verweduwd;Basisonderwijs;0;;0;2,04
3399;Lars de Haas;Lars;de Haas;11-5-1960;58,83318375;58;58 jaar;Gilze en Rijen;Noord-Brabant;man;;;;;3;12,65
3400;Melanie  Brouwer;Melanie;Brouwer;8-10-1964;54,41995455;54;54 jaar;Borger-Odoorn;Drenthe;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;111 Medewerkers persoonlijke dienstve...;0;8,23
3401;Melissa  Vonk;Melissa;Vonk;19-6-1983;35,71280593;35;35 jaar;Amsterdam;Noord-Holland;vrouw;Ongehuwd;Mbo4;1;033 Verkopers;0;2,56
3402;Pieter  Dijkema;Pieter;Dijkema;9-9-1949;69,50985327;69;69 jaar;Amsterdam;Noord-Holland;;;;;;4;0,43
3403;Sander  Wiegersma;Sander;Wiegersma;22-5-1962;56,80543913;56;56 jaar;Venray;Limburg;;;;;;4;8,61
3404;Sanne  Ravenhorst;Sanne;Ravenhorst;16-3-1951;67,99549739;67;67 jaar;Woudenberg;Utrecht;;;;;;4;8,15
3405;Pieter  Adam;Pieter;Adam;28-6-1976;42,6912049;42;42 jaar;Horst aan de Maas;Limburg;;;;;;4;11,05
3406;Fabienne  Veerman;Fabienne;Veerman;3-12-1993;25,24824857;25;25 jaar;Lingewaal;Gelderland;vrouw;Ongehuwd;Hbo-, wo-bachelor;0;;0;1,31
3407;Jade van der Molen;Jade;van der Molen;2-9-1993;25,49886745;25;25 jaar;Eindhoven;Noord-Brabant;vrouw;Ongehuwd;Mbo4;1;104 Sociaal werkers, groeps- en woonb...;0;6,92
3408;Thom  Roos;Thom;Roos;13-3-1990;28,97606966;28;28 jaar;Tubbergen;Overijssel;man;Ongehuwd;Mbo4;0;;0;1
3409;Kamiel  Dijkstra;Kamiel;Dijkstra;12-3-1956;63,00017398;63;63 jaar;Amersfoort;Utrecht;man;Gehuwd;Vmbo-b/k, mbo1;0;;0;1,98
3410;Sharon  Scheffers;Sharon;Scheffers;16-9-1959;59,48721688;59;59 jaar;Zwolle;Overijssel;vrouw;;Mbo2 en mbo3;1;101 Artsen, therapeuten en gespeciali...;1;0,75
3411;Daan  Neelen;Daan;Neelen;7-10-1953;65,43165905;65;65 jaar;Alphen aan den Rijn;Zuid-Holland;man;Gehuwd;Mbo4;0;;0;7,56
3412;Zoë  Kraakman;Zoë;Kraakman;17-4-1945;73,91190283;73;73 jaar;Coevorden;Drenthe;;Gehuwd;Mbo2 en mbo3;0;;1;0,01
